-1.61419	-0.00979888
-1.57337	42.802
-1.64832	-30.1483
-1.67529	-55.1105
-1.66309	-40.9128
-1.7135	-89.3194
-1.69677	-70.592
-1.69759	-69.4118
-1.70905	-78.8743
-1.68824	-56.0668
-1.74735	-113.176
-1.77907	-142.896
-1.70094	-62.767
-1.6927	-52.5192
-1.67178	-29.6058
-1.678	-33.8222
-1.64616	0.0183872
-1.69996	-51.7885
-1.75177	-101.591
-1.74231	-90.1319
-1.71873	-64.5546
-1.79156	-135.388
-1.79259	-134.41
-1.73383	-73.6524
-1.68636	-24.186
-1.68023	-16.0531
-1.73492	-68.7406
-1.68319	-15.0117
-1.67484	-4.66847
-1.67828	-6.09988
-1.69201	-17.8354
-1.79625	-120.073
-1.69399	-15.8089
-1.70118	-21.0031
-1.62125	60.9221
-1.71745	-33.2725
-1.75889	-72.7175
-1.77305	-84.8753
-1.6976	-7.42852
-1.67748	14.6965
-1.70408	-9.90224
-1.64066	55.5176
-1.64149	56.6861
-1.60937	90.8079
-1.63268	69.5011
-1.71722	-13.0451
-1.67243	33.7436
-1.72405	-15.8773
-1.74888	-38.7077
-1.75932	-47.1423
-1.76866	-54.4795
-1.76413	-47.9568
-1.75702	-38.8417
-1.75091	-30.7353
-1.73719	-15.0166
-1.67087	53.3107
-1.67398	52.2014
-1.71983	8.3482
-1.72049	9.68291
-1.73755	-5.36943
-1.73728	-3.09926
-1.70461	31.5666
-1.7484	-10.2193
-1.76656	-26.3842
-1.75906	-16.8878
-1.6834	60.7798
-1.71185	34.3273
-1.7259	22.2763
-1.69058	59.5966
-1.67747	74.7025
-1.73549	18.6899
-1.68843	67.7435
-1.75606	2.11606
-1.7262	33.9734
-1.76587	-3.69028
-1.72238	41.7953
-1.7701	-3.92046
-1.78396	-15.7797
-1.75107	19.1065
-1.71896	53.2121
-1.73452	39.6611
-1.71065	65.5238
-1.78807	-9.89757
-1.87339	-93.2181
-1.86198	-79.8054
-1.77424	9.93549
-1.8146	-28.424
-1.77849	9.6867
-1.83922	-49.0425
-1.89252	-100.347
-1.88072	-86.5465
-1.8	-3.82681
-1.8395	-41.3202
-1.84323	-43.0548
-1.71748	84.692
-1.82196	-17.7801
-1.79808	8.09805
-1.79764	10.5376
-1.77667	33.5064
-1.75253	59.6433
-1.78299	31.1865
-1.74306	73.1206
-1.751	67.1766
-1.82318	-3.00196
-1.77493	47.2478
-1.79416	30.0182
-1.82864	-2.46156
-1.875	-46.8285
-1.83504	-4.85988
-1.84513	-12.9584
-1.88224	-48.0679
-1.89303	-56.8495
-1.89817	-59.9949
-1.87715	-36.9725
-1.78518	57.0003
-1.81922	24.9599
-1.84527	0.910269
-1.89816	-49.9883
-1.88907	-38.8929
-1.86467	-12.494
-1.87537	-21.1981
-1.8657	-9.51939
-1.8483	9.87847
-1.83702	23.1565
-1.8194	42.7733
-1.85468	9.49934
-1.87577	-9.59199
-1.87619	-8.01447
-1.89551	-25.3369
-1.90138	-29.2038
-1.88883	-14.6533
-1.84725	28.9268
-1.87614	2.04112
-1.91062	-30.4463
-1.87728	4.90114
-1.9494	-65.2244
-1.94029	-54.1174
-1.93067	-42.4951
-1.92485	-34.6745
-1.89331	-1.13535
-1.91804	-23.8685
-1.90293	-6.75809
-1.88074	17.4371
-1.82664	73.5378
-1.94168	-39.5011
-1.87812	26.0538
-1.85712	49.0553
-1.79996	108.213
-1.77276	137.421
-1.82693	85.2493
-1.80363	110.546
-1.86855	47.6218
-1.90774	10.4364
-1.8042	115.978
-1.92811	-5.93038
-1.92608	-1.90719
-1.96468	-38.5053
-1.96405	-35.8692
-1.92538	4.79515
-1.91397	18.2041
-1.9361	-1.92332
-1.87397	62.2015
-1.90103	37.1449
-1.8403	99.8757
-1.87731	64.8704
-1.90112	43.0601
-1.91395	32.2224
-1.86107	87.1038
-1.88286	67.3206
-1.89162	60.5598
-1.91187	42.3082
-1.92092	35.2532
-1.90856	49.6116
-1.90077	59.4109
-1.91308	49.0953
-1.92037	43.8029
-1.88167	84.5049
-1.87856	89.6152
-1.92305	47.1247
-1.88519	86.9871
-1.89502	79.1544
-1.9473	28.8719
-1.96467	13.5079
-1.90838	71.794
-1.88906	93.1177
-1.9688	15.3729
-1.93457	51.6079
-1.98032	7.85416
-1.91648	73.6933
-1.90189	90.2874
-1.904	90.1734
-2.02527	-29.0943
-1.98852	9.65177
-1.99191	8.26913
-1.96704	35.1327
-1.94632	57.8519
-1.98068	25.4931
-1.9813	26.8786
-1.99425	15.9279
-2.00577	6.40687
-1.97882	35.3542
-1.97616	40.0158
-1.98729	30.8872
-2.03995	-19.769
-1.95107	71.1083
-1.96334	60.8349
-1.96921	56.9704
-1.97477	53.4098
-2.00125	28.9266
-2.06539	-33.2151
-1.98741	46.7678
-1.94659	89.5834
-2.02056	17.6181
-1.98791	52.2705
-2.03547	6.70478
-1.95426	89.9193
-2.01612	30.0532
-1.94936	98.8127
-1.97697	73.207
-1.94032	111.855
-1.93696	117.215
-2.01218	43.9929
-2.0364	21.7774
-2.01302	47.1581
-2.0051	57.0786
-2.03281	31.3693
-2.03637	29.8041
-1.989	79.1733
-2.04667	23.5075
-1.94626	125.915
-1.95661	117.571
-2.05375	22.4271
-2.01231	65.8618
-2.04657	33.6032
-1.99833	83.843
-2.03921	44.9638
-1.9477	138.478
-1.99101	97.1634
-1.9435	146.675
-1.94282	149.353
-1.99256	101.613
-1.96552	130.659
-1.92473	173.448
-1.97468	125.5
-2.04223	59.9428
-2.04028	63.8988
-2.01588	90.3004
-2.05786	50.3179
-2.05775	52.4277
-2.1104	1.78121
-2.04897	65.205
-2.12481	-8.6331
-2.14137	-23.1916
-2.16107	-40.8944
-2.14133	-19.1562
-2.10053	23.6452
