-1.61419	-0.00979888
-1.69543	118.748
-1.83014	184.038
-2.03431	179.869
-2.14453	269.651
-2.30433	309.85
-2.46558	348.598
-2.62853	385.644
-2.82631	387.871
-2.92168	492.492
-3.10982	504.355
-3.29906	515.115
-3.46499	549.188
-3.67815	536.025
-3.80822	605.958
-3.97404	640.141
-4.09903	715.145
-4.20648	807.696
-4.21132	1002.85
-4.30383	1110.35
-4.36476	1249.42
-4.36388	1450.3
-4.44954	1564.64
-4.47044	1743.74
-4.5239	1890.28
-4.52364	2090.54
-4.51527	2298.9
-4.5468	2467.38
-4.56005	2654.12
-4.60289	2811.28
-4.58709	3027.09
-4.60684	3207.33
-4.62653	3387.64
-4.64192	3572.26
-4.64394	3770.24
-4.68364	3930.53
-4.67719	4136.99
-4.7035	4310.68
-4.71395	4500.22
-4.71789	4696.29
-4.72818	4885.99
-4.74556	5068.61
-4.76262	5251.55
-4.76762	5446.56
-4.76033	5653.85
-4.76452	5849.65
-4.79304	6021.14
-4.78971	6224.47
-4.79295	6421.22
-4.8263	6587.88
-4.83235	6781.82
