-1.61419	-0.00979888
-1.61647	17.7103
-1.73663	-82.4507
-1.72168	-47.5081
-1.7184	-24.2246
-1.7449	-30.727
-1.72961	4.56986
-1.75325	0.924329
-1.75371	20.4688
-1.86386	-69.6836
-1.74427	69.9028
-1.77517	59.0082
-1.81423	39.9414
-1.84717	27.0087
-1.83475	59.4269
-1.87887	35.3108
-1.76674	167.438
-1.83011	124.07
-1.83981	134.362
-1.95426	39.9147
-1.98718	26.9947
-1.96149	72.6832
-2.03092	23.2518
-2.02529	48.8838
-2.07817	16.0064
-2.08749	26.6906
-2.08455	49.6224
-2.11304	41.1399
-2.08843	85.7439
-2.1017	92.4772
-2.11673	97.4427
-2.17701	57.1653
-2.21128	42.8917
-2.24787	26.3086
-2.31497	-20.7969
-2.33028	-16.1014
-2.35232	-18.1403
-2.3174	36.7725
-2.35595	18.2292
-2.32375	70.4265
-2.39538	18.795
-2.38636	47.8125
-2.39956	54.6173
-2.42114	53.0314
-2.38231	111.862
-2.31288	201.293
-2.33374	200.439
-2.42246	131.716
-2.43616	138.019
-2.37822	215.954
-2.49216	122.014
-2.42573	208.443
-2.5245	129.679
-2.57703	97.1513
-2.61089	83.2842
-2.51001	204.168
-2.57233	161.842
-2.5384	215.78
-2.61583	158.351
-2.6171	177.073
-2.60952	204.657
-2.65629	177.881
-2.60687	247.306
-2.69456	179.616
-2.65483	239.346
-2.7367	177.472
-2.7464	187.772
-2.81635	137.826
-2.78007	194.108
-2.80321	190.964
-2.789	225.178
-2.82737	206.811
-2.89512	159.06
-2.87348	200.697
-2.91149	182.689
-2.93766	176.515
-2.89068	243.496
-2.91084	243.333
-2.93301	241.167
-3.02398	170.198
-3.13904	75.1318
-3.1481	86.0779
-3.13223	121.945
-3.06945	204.731
-3.08489	209.282
-3.10498	209.199
-3.15268	181.498
-3.18643	167.749
-3.27511	99.0683
-3.19868	195.498
-3.2661	148.081
-3.29123	142.948
-3.31658	137.592
-3.34934	124.834
-3.33215	162.031
-3.31664	197.532
-3.30746	226.713
-3.36049	193.689
-3.29701	277.165
-3.37521	218.966
-3.38507	229.107
-3.44503	189.144
-3.42544	228.739
-3.45915	215.029
-3.55516	139.018
-3.44546	268.718
-3.50075	233.43
-3.54366	210.514
-3.60213	172.046
-3.6852	108.978
-3.67861	135.563
-3.74394	90.2379
-3.75109	103.083
-3.72299	151.191
-3.76452	129.657
-3.83592	78.26
-3.85579	78.3817
-3.79259	161.591
-3.79676	177.416
-3.76828	225.897
-3.82968	184.498
-3.90944	124.741
-3.89542	158.752
-3.82747	246.702
-3.88277	211.402
-3.91009	204.083
-3.81788	316.293
-3.88368	270.498
-3.9976	176.578
-3.89364	300.537
-3.85125	362.924
-3.86532	368.861
-3.95468	299.499
-3.94423	329.944
-3.98971	304.468
-4.01247	301.708
-4.01169	322.489
-4.10396	250.212
-4.06618	307.999
-4.06903	325.144
-4.12813	286.046
-4.1037	330.472
-4.08039	373.786
-4.12899	345.185
-4.13071	363.464
-4.11932	394.861
-4.16776	366.415
-4.14774	406.434
-4.1284	445.781
-4.13095	463.225
-4.14597	468.204
-4.15919	474.983
-4.15513	499.043
-4.22983	444.35
-4.23297	461.208
-4.25628	457.897
-4.24545	488.73
-4.22263	531.547
-4.24891	525.262
-4.30786	486.313
-4.31942	494.761
-4.28286	551.319
-4.3009	553.275
-4.26946	604.716
-4.26448	629.7
-4.29623	617.943
-4.33663	597.547
-4.27842	675.756
-4.34817	626.008
-4.28394	710.239
-4.30552	708.656
-4.33566	698.519
-4.36237	691.809
-4.31434	759.837
-4.29434	799.839
-4.38567	728.51
-4.3299	804.272
-4.32673	827.443
-4.35052	823.661
-4.31044	883.737
-4.35433	859.842
-4.3454	888.781
-4.35291	901.267
